label,review,split
0,finance manager,val
0,well,val
1,work hard make many friend,val
0,waterspider,val
1,amazing company world,val
1,sofeware development engineer,val
0,aws greatest company worldbut,val
1,amazon rock,val
1,amazon sde,val
0,onsite medical representative,val
1,great place work,val
0,modern day salcery,val
1,awesome company awful experience,val
1,best job world,val
1,land opportunity,val
1,great company great people,val
1,positive,val
0,wfh case emergency many approval,val
1,analyst,val
0,bubble,val
1,great,val
1,group program manager,val
1,great benefit flexible working hour,val
1,hard work good advancement,val
1,apple inc austin,val
1,negative culture sg office,val
0,dying company,val
0,dissapointed,val
0,sr program manager,val
1,great place work,val
0,amazon warehouse,val
1,wonderful place,val
1,excellent work ethic,val
0,past experience amazon,val
0,amazon fulfillment good short time,val
1,specialist,val
0,hard job,val
1,good workplace environment,val
0,hr administrator,val
0,good learning ground,val
0,ehhh,val
0,microsoft,val
1,overall good experience,val
0,great company terrible company work,val
1,good place work beware,val
0,terrible place work,val
1,lot experience competitive,val
1,microsoft retail bad gig long realize still mall job end day,val
1,intense fast moving place work big recognition company name,val
0,paid enough,val
0,good choice long term career,val
0,lost decade look continue,val
1,microsoft review,val
1,great culture,val
1,love job dislike politicsbut life,val
0,work pressure,val
0,bad working around one year,val
1,good place work,val
0,microroft dragon calf,val
1,fastpaced,val
1,software giant,val
0,work life balance,val
0,cannot deny evidence,val
1,apple inc,val
0,problem solver,val
1,amazon life,val
1,fulfillment associate,val
1,great place competitive optimist,val
1,technical advisor,val
1,picked packer,val
1,great company work,val
0,experience heavily depends team put,val
0,good long term,val
1,love place,val
0,duplicitous scurrilous employer crush soul drain human capital,val
1,amazon good quality productsabout z brand available,val
1,average place place innovation much politics,val
1,best company work,val
1,customer service associate,val
0,complex interview boring uninteresting job,val
1,place builder build,val
0,data associate amazon ramanujan park worst place bpo,val
1,perfect job,val
0,product manager,val
1,loved,val
0,warning work,val
1,great company work,val
0,software engineer,val
1,apple hiatus go away quickly,val
1,seasonal fulfillment associate ship dock,val
1,hard work awesome place learn,val
0,fc associate 1,val
0,seasonal employeeterminatedhorrible treatment,val
1,technical advisor,val
1,customer success manager office 365,val
1,amazing,val
1,form employee 514,val
1,aos sale,val
0,treating experienced employee well,val
0,terrible culture,val
0,brand specialist amazon,val
1,support escalation engineer,val
0,stay away,val
1,great company siloed,val
0,stay long,val
0,catalog,val
0,undervalued abusive customer,val
1,associate consultant,val
0,good looking outside,val
1,fulfillment center kenoshawi,val
0,think twice,val
0,missed opprotunities,val
0,place,val
0,warehouse associate,val
1,senior associate,val
1,support french market,val
1,picker,val
0,microsoft doomed,val
1,digital medium manager,val
1,greatest job ever,val
1,apple inc american multinational technology company headquartered cupertino california design develop,val
1,dissapointed,val
0,amazon failure staffing solution,val
0,ehhhh,val
0,warehouse,val
1,interesting work great worklife balance,val
0,great employee work management awful,val
1,could better place,val
0,work,val
1,expected,val
0,amazon review,val
0,worked sick long hour seem care,val
1,genius bar,val
1,home advisor,val
0,pay amazon utx2,val
0,google 2015 microsoft 2005,val
0,know play political game,val
1,changed lot steve died,val
0,opened eye,val
1,fulfillment associate,val
1,amazing place work,val
0,go experience pay,val
1,level care astonishing,val
0,ultimate warehouse job,val
0,premier field engineer,val
1,senior manager,val
0,big competition,val
0,work culture make low wage,val
1,nowhere else find better company culture,val
0,warehouse worker,val
0,use great,val
0,amazon great career growth opportunity tolerate unique culture tough work condition,val
1,senior market research analyst,val
1,good deal,val
0,retail disparity,val
1,spectacular ride,val
1,among best warehouse job area still warehouse job,val
0,favorable,val
1,challenging supportive rewarding,val
0,highly political culture dysfunctional,val
0,b2b sale,val
0,poor management,val
1,great company work,val
0,warehouse associate,val
0,customer service training,val
0,parttime work home,val
1,great company full challenge,val
0,survival fittest,val
0,amazon culture,val
1,love amazon,val
0,mturk 2018,val
1,sde,val
1,politics redundancy,val
1,good company work far,val
1,project management intern,val
0,trm run,val
0,best,val
1,work home,val
1,great place work,val
0,love customer care help employee,val
0,great live redmond subpar anywhere else,val
1,sdei persepctive,val
0,passionate lacking supportive community,val
0,like heroin addiction painful experience hard walk away,val
0,bad,val
1,great company work,val
0,unhappy employee making happy customer,val
1,great fun place work,val
1,apple expert,val
1,software engineer,val
0,customer service manager,val
1,best job ever,val
0,poor management,val
1,m review,val
0,hidden stack ranking,val
1,good far,val
1,great experience,val
1,great company nowformer stack rank mentality hurt company,val
1,senior technical program manager,val
0,fc associate,val
1,good culture,val
0,hard time climbing latter success,val
1,great company,val
1,eat like kimg,val
0,much work get,val
0,bad,val
0,work life good,val
1,best place work bar none,val
1,great company excellent benefit,val
0,get detail sorted,val
0,favoritism,val
0,driver,val
1,good first job,val
1,one best big tech company going,val
1,best place work,val
0,continual reorgs,val
1,pickerpacker,val
0,life amazonian,val
0,lie salary,val
1,program manager,val
1,short review,val
1,solid company actively working fix culture issue,val
0,churn burn,val
1,positive great benefit grey area far advancement,val
0,cloud support engineer,val
1,amazon review,val
1,apple tech specialist,val
0,boy club,val
0,amazon local,val
1,working environment,val
0,would stop friend working unless really hated friend,val
0,sr stratregic sourcing manager,val
0,program manager,val
1,amazoncom,val
1,great work room grow,val
0,microsoft gtsc good college graduate looking learn bad experienced people development opportunity,val
1,technical lead,val
1,creative,val
1,work hard fun make history,val
1,great company plenty learn,val
1,awesome,val
1,good,val
1,receptionist,val
1,good retail get still retail,val
1,good,val
0,best option retail great co worker best management,val
1,great place work,val
0,area manager,val
0,tech support,val
0,place full backstabbers,val
1,unhappy,val
0,stay away company,val
0,amazon,val
0,pleased,val
1,fantastic family company,val
1,good peopl,val
1,principle program manager,val
1,great experience getting competitive fault,val
0,aws fast furious,val
1,nice job month,val
1,risk analyst,val
0,customer service step child,val
0,marketing great use experience,val
1,microsoft,val
1,great employer smart people shortcoming big company,val
0,technical account manager tam,val
0,really depends management,val
0,growth opportunity,val
1,awesome place work,val
1,amazing company,val
1,group smart sometime passionate people led confused management,val
1,increasingly disappointing,val
1,great place learn quickly,val
0,associate,val
1,country manager,val
0,worst company ever worked,val
0,sde,val
0,meat factory rumor true,val
1,asc,val
0,culture fear real tone deaf culture ignores voice sound like echo chamber,val
1,great company,val
0,president,val
1,google awesome,val
0,good bad,val
0,great place learn great employee culture,val
1,specialist apple store,val
1,coolest work place,val
0,company,val
1,process trainer,val
0,process assistant,val
1,good,val
0,worth,val
1,hi,val
0,packer,val
0,territory service executive,val
1,overall satisfied,val
1,heaven first,val
1,make best,val
0,woman beware hostile work environment,val
1,technical program manager,val
0,ops admin,val
1,smoke mirror,val
0,realize afterwards wrong choice,val
0,global security,val
0,amazon see people number,val
0,operation leadership internship,val
0,started fun slowly became way micromanaged,val
1,great reborn company,val
0,fulfillment associate,val
1,specialist,val
1,work hard fun make history,val
0,believe hype,val
0,overhyped atleast india,val
1,referral status,val
0,working amazon,val
1,organizational change,val
0,warehouse associate,val
1,google self employment,val
1,good atmosphere smart people,val
1,great culture hard work,val
0,warehouse assoc rspicqa,val
1,support engineer,val
0,company unwilling make muchneeded change,val
0,love flexibility,val
1,good need innovation,val
0,heartless company,val
1,good career opportunity rarely lifetime career,val
1,great company,val
0,tethered pager,val
0,best time worst time,val
0,okay,val
0,worst place work design scaled service ds team amazon bangalore,val
0,many limitation hype average salary,val
0,amazon prime,val
1,good much improvement,val
1,good place learn sharpen skill fast paced environment,val
1,seasonal associate,val
1,great place rapidly grow career,val
1,great perk little mobility,val
0,whole lot nope,val
0,wonderful company wonderful hq people bad store people,val
1,fun,val
1,great benefit find right role,val
0,good company,val
0,good place work day part time,val
0,stay away customer relation role,val
1,overnight stower,val
0,incredibly smart people poisoned back stabbing review system,val
0,work environment hostile fast paced compensation system designed people stay 1 year,val
0,order support specialist,val
0,rotten apple,val
0,worst employer ever,val
1,genius,val
1,work google,val
0,standard move luck draw,val
0,outside supervisor experience count,val
1,living dream,val
1,love working,val
0,problematic approach management employee israeli branch,val
1,housekeeping,val
1,iosmac home advisor,val
0,terrible organization work,val
1,great pay hard experience,val
1,used,val
1,forever job,val
0,worklife balance become nonexistent,val
1,warehouse worker,val
1,loved,val
1,great company great career growth,val
1,part pretty much stress free,val
1,sem account manager,val
0,retail shiny product,val
0,poor experience,val
0,expert,val
0,operation,val
1,solution sale manager,val
0,stower,val
1,amazon fulfillment center,val
0,working amazon,val
0,office assistant,val
1,swe,val
1,great place work smart people,val
1,group worldclass experience may vary,val
1,reliable job potential career advancement,val
1,sr partner channel marketing manager,val
1,happy,val
1,best perfect company,val
1,really great place work play,val
1,amazon fulfillment center,val
0,middle management need go,val
1,great company,val
0,microsoft idc bangalore place best avoided,val
1,chance work great people,val
1,sr vendor manager,val
0,fun job,val
1,view microsoft,val
1,software engineer,val
0,received job offer received start date,val
0,trillion company,val
1,good experience,val
1,great retail job college job,val
1,awesome place work,val
1,good company,val
1,great place learn,val
0,director mc,val
0,every one,val
1,ok,val
1,job review,val
1,inside machine,val
1,amazon fulfillment associate,val
0,decent wage unpleasant environment expectation,val
0,great place work,val
0,treat employee like crap,val
0,challenging work horrible culture,val
0,ok,val
1,awesome company,val
0,ok,val
1,software engineer,val
0,area manager,val
0,racisthuman resource,val
1,great place work,val
0,athome advisor apple korea,val
0,ok really like code 247,val
0,lower expectation,val
1,working msft,val
1,challenging workspace smart people,val
0,microsoft india global delivery idcproduct group msit,val
0,work treated like number,val
0,amazon,val
1,good mediocre job,val
0,microsoft service global delivery msgd join,val
0,extreme frugality always costeffective,val
0,good start career,val
0,peace,val
1,marketplace sale,val
0,excellent,val
1,much,val
1,program manager 2,val
0,seems attractive good longterm employer,val
1,good company relax want get settled life,val
0,work place great successful career,val
1,great place work fast pace depending department work always room move,val
0,new york time article true,val
1,overall great company work,val
0,customer support,val
0,data center operation,val
1,great,val
1,great benefit lowmedium employee engagement,val
0,cae1 associate,val
0,job career,val
0,apple store leader program,val
0,sale,val
1,google overview,val
1,good place work,val
0,amazon fulfillment center,val
0,amazon stepping stone,val
0,work treated like number,val
1,aws legal assistant,val
1,good company,val
0,culture changing,val
0,public perception reality different,val
0,internal mobility difficult department,val
1,good company work,val
0,least got bus pas,val
0,great company terrible manager,val
1,exciting first product amazing poor management infrastructure,val
1,interesting,val
0,hire fire mentality,val
1,wonderful company work,val
0,culture lie,val
1,fair treatment clear expectation,val
0,great bad,val
1,best first job grad forefront ai,val
0,learning competitive new skill set,val
0,associate,val
0,apple retail good job student,val
1,bing team,val
1,great company unheard pt benefit,val
0,hellish,val
1,good company,val
1,senior software engineer,val
1,marketing,val
1,dead end hard work,val
1,benefit decent high school atmosphere,val
1,apple senior technical advisor,val
1,better best,val
1,great entry level support role,val
0,great,val
1,think compsny offer opportunity grown feel happy place,val
1,good leadership team ineffective inexperience middle management team,val
1,working amazoncom fulltime le year,val
1,seller support associate,val
1,good company work lot option explore career,val
0,great mind sucky food,val
0,fulfillment,val
0,make sure know signing crazy hour compensation trap,val
1,amazon sde 1,val
1,great place work,val
0,could much better,val
1,senior business program manager,val
0,associate analyst,val
0,bad manager everywhere,val
0,false expectation hiring training process,val
0,chaos called agile,val
0,senior software development engineer amazon,val
1,intern experience,val
0,warehouse employee flex,val
1,pretty good experience,val
0,avoid look compensation,val
1,looooooooooong hour,val
1,product marketing manager,val
1,talented people good company start career,val
0,great company work unless work manager,val
1,attentive chosing process,val
0,shockingly disappointed,val
0,utopique,val
1,super,val
1,research internship,val
0,great place improve skill,val
1,cool,val
0,warehouse,val
0,stay away,val
1,support engineer,val
1,test associate 1,val
0,microsoft changed worse,val
0,experience would recommend anyone avoid care career,val
0,go amazon money forget personal life,val
1,ultimate place work cut,val
1,great company people looking career learn,val
1,program manager microsoft,val
0,hell,val
1,great company hard advance,val
1,nice place work,val
1,sr sale analyst,val
0,good pay awful management,val
0,happy,val
1,account executive,val
0,okay big company okay review,val
1,little disappointing,val
1,work hard exceed burn,val
1,amazing opportunity awesome pay,val
0,operation area manager,val
1,software development engineer,val
0,worked support service employee nonengineer,val
1,amazing place work land right place,val
1,job review,val
0,n,val
1,analytical lead,val
0,associate,val
1,solid company lot string,val
1,great company work,val
1,pick good team,val
1,good company,val
0,toxic retaliatory environment,val
1,great company great vision,val
0,warehouse employee required work bone beware tuff work,val
1,design verification engineer,val
0,tss,val
1,software engineer,val
1,avoid gtech,val
0,software engineer,val
1,good company good people,val
1,great team stressful atmosphere okayish pay,val
0,recommend company white dudebros love bureaucracy,val
0,facility tech,val
1,specialist,val
0,principal consultant,val
1,fantastic environment learn succeed,val
0,perk,val
0,best place career growth,val
0,treated like slave mostly 2nd3rd world manager barely speak understand english,val
0,absolute horror show,val
1,great place,val
1,network engineer,val
1,best retail store,val
0,changed lot 10 year,val
0,recruitings reject,val
0,joke,val
0,cult bezos drink koolaid leave humanity door,val
0,area manager think long hard accept,val
0,low pay,val
0,sr solution manager,val
0,slave driversamazonianrobot kiva,val
0,great company university recruiting team horrible,val
1,pleasantly surprised,val
0,okayish,val
1,tsp cloud coex,val
0,good experience,val
0,great call center,val
1,fulfillment associate,val
0,micro managerial middle manager,val
1,open culture big impact,val
1,awesome experience,val
0,terrible management,val
0,hard work enough pay,val
0,contractor treated like 2nd class worker,val
1,apple,val
1,process associate,val
0,warehouse associate,val
1,area manager,val
0,amazon worker,val
0,contractor,val
1,ok place like hard work,val
0,google great recruiting org much,val
1,team leader,val
1,exceptional,val
1,great company avoid consulting service practice,val
1,committed customercentric company earth,val
1,huge company constant change using advanced networking equipment different manufacturer,val
0,toxic competitive unaware conceited culture,val
0,horrible place,val
0,paid slavery basically,val
0,senior technical program manager,val
0,decent pay inconsistent hour,val
0,three year never get back fired want leave,val
1,great stable employer getting better age,val
0,favorable,val
1,microsoft review,val
1,risk investigator,val
1,specialist,val
1,best company earth,val
1,specialist,val
1,people operation,val
1,io t1 en emea phone advisor,val
1,operation lead,val
0,avis,val
1,slow,val
1,specialist,val
1,gut aber gibt besseres,val
0,soso fulfillment center,val
1,great company intern,val
0,project manager apple,val
0,worst working experience working company long time,val
1,customer service associate,val
0,area manager,val
0,hard labor,val
0,tough unforgiving environment,val
1,central operation,val
1,hard work rewarded recognition,val
1,technical specialist repair relationship find solution repair device customer,val
0,unorganized old folk,val
0,work microsoft,val
0,good fit,val
1,sr swe,val
0,good seasonal job lot angry people though,val
1,excellent place work,val
1,senior sde,val
1,sale associate,val
1,amazon,val
1,aws great place work everybody,val
1,best class company work,val
0,hard land project benefit career,val
0,working no1 ecommerce,val
1,great place,val
1,great place work opportunity called perfect job,val
0,lot advancement opportunity,val
1,maybe good seems first,val
1,cool,val
1,amazon okay place work,val
0,nothing generalized work nature always depends team matter company,val
0,cool technology top management,val
0,overworked undervalued watching bubble burst,val
1,service beo lead review,val
0,fast pace innovative,val
0,real funny,val
0,bonne entreprise pour travailler 2 an pa plus,val
1,amazing workplace,val
1,scarce,val
0,catalog associate employee chennai,val
0,account executive,val
0,metric better worse,val
1,regarding job post application engineer role microsoft hyderabad india trust worth role,val
0,worst culture short sighted leadership care employee,val
1,graduate sale manager,val
0,worst work experience ever,val
0,great company,val
1,software development engineer,val
0,begin,val
0,worst company ever worked,val
0,roll dice,val
1,general review,val
0,customer service representative,val
0,senior sde,val
1,package handle,val
1,good,val
1,good culture,val
1,mte sw qa,val
0,ugh,val
1,sde,val
0,lot opportunity,val
0,good others lucky,val
1,work amazon,val
1,intern msra,val
1,good good good,val
1,great place,val
1,great place learn,val
1,slow moving company emphasis building individual brand internally need network,val
1,job experience,val
0,good work environment,val
1,great company,val
0,fit,val
0,exciting time,val
1,analyst,val
1,amazing company,val
1,apple inc review,val
0,sde,val
0,wrong company seek work life balance,val
0,job amazon,val
0,account executive,val
0,launch team,val
1,engineer,val
0,warehouse associate,val
1,innovative fun company work,val
0,area manager,val
0,okay company work 2 year worklife balance future dba,val
1,software engineer office,val
1,stack ranking totally gone,val
0,amazing employee overstretched,val
0,associate,val
1,good place resume,val
1,people generally nice culture,val
0,experience m,val
0,good place grow short term,val
1,great place work falling behind tech firm,val
1,great company many talented people working array project would definitely work someday,val
0,picker,val
0,mixed bag,val
0,ftw1 dallas seems like beginning,val
1,associate,val
1,amazon great company,val
1,overall satisfying experience,val
1,super company,val
1,part tomorrow invovation work hard fun make history,val
0,amazon local,val
1,good company work,val
1,virtual customer service agent,val
1,warehouseshopper team member,val
1,icqa,val
0,overworkedundervalued,val
1,apple review,val
1,great company,val
1,exciting,val
1,software engineer intern,val
1,director technical operation,val
0,pushing boulder hill,val
1,qae,val
0,cult amazon,val
0,probably worst working condition ever,val
1,good,val
1,good place slowly changing worse,val
1,senior technical advisor,val
1,good enough,val
1,lot politics,val
1,genius,val
1,great place time,val
1,great place work brightest mind around,val
0,apple retail retail 100 set expectation accordingly,val
0,silly grad amazon kid,val
1,sourcing recruiter,val
1,okay work,val
0,overnight fulfillment associate,val
1,statistician,val
0,warehouse associate,val
1,warehouse associate,val
1,dceo,val
0,sysde,val
0,smart people leave work competitor,val
0,project manager,val
1,business analyst,val
0,modern slavery,val
1,sink swim built,val
1,freedom come responsabilities,val
0,emotional rollercoaster coaster,val
0,warehouse operative,val
0,company,val
1,software engineer,val
0,hr stink help get back work injury fianlly quit trying attempt going back,val
0,working dog,val
0,good time,val
1,pay rate justification staying,val
0,christmas season,val
0,good pay make pay,val
0,ideal place,val
1,lovely company work,val
0,still plagued normal retail pitfall,val
0,paying plan however received information access use,val
0,high turnover warehouse associate,val
0,use caution,val
0,good experience long term career option,val
1,great place work,val
1,highly competitive workplace,val
0,work environment,val
1,software engineering,val
1,technical solution professional,val
0,run amuck management,val
0,communication lacking,val
1,organization met expectation,val
0,unfair manger irvine california distribution,val
1,working marketing analytics lead last 19 month,val
0,process assistant,val
1,great workplace,val
1,mature culture smart people working hardest rewarding problem,val
0,review,val
0,make,val
1,good start,val
1,tough,val
0,cannot make cooperate unless know someone,val
1,amazon experience,val
1,seller support associate,val
1,exciting overwhelming,val
1,project managment supply chain,val
1,great company work,val
1,life amazon,val
1,product manager,val
0,amazon mcdonalds,val
1,great place work,val
1,gstr,val
1,great company continues push boundary,val
1,feel valued employee,val
0,could better,val
0,demanding,val
1,excellent place work prepared work resting laurel,val
0,really,val
0,transparency,val
0,secretive topdown culture,val
0,bad experience,val
1,work hard fun make history_amazon great place work,val
1,chat tech support remote,val
1,new management great,val
1,mixed bag,val
0,extremely disappointing treatment employee,val
1,sde,val
1,great company work fast paced project,val
0,biggest regret,val
1,pro con,val
1,quality specialist,val
1,great place work,val
1,solution architect,val
0,senior software engineer,val
0,bad place start career unless retail ultimate career goal,val
1,customer service,val
0,former fulfillment associate carlisle pa,val
0,ask lot little return,val
0,experience depends entirely manager,val
1,genius,val
1,amazon,val
0,stagnent,val
0,job person family,val
0,shiny outside slightly rotten inside,val
0,meet good manager lucky otherwise,val
0,great pay nice people horrible job,val
1,cool,val
1,5 year apple,val
0,recruiter terrible management lack empathy feedback given encouraged,val
1,easy opportunity ot part timer,val
1,work experience,val
1,bad,val
1,software development engineer test,val
1,personal experience,val
1,retail specialist,val
0,ok starter job,val
0,loss prevention manager,val
1,google ad,val
0,revolving door slave,val
0,try luck,val
0,terrible medical compliance,val
0,sr program,val
0,consistently miserable job ever hadbar none work main problem,val
0,good place learn open source linux,val
0,empiezan bien pero se desinflan,val
0,good product poor worklife balance,val
0,limited career growth great paybenefits,val
0,software engineer 2,val
0,overall review,val
1,great company mileage vary,val
0,good,val
0,work dreadfully boring pay extremely well,val
1,great company stack ranking must go,val
0,strict,val
1,good place work,val
0,work type play win cost,val
1,good place learn,val
1,incredible place work,val
0,low pay stressful,val
0,amazon fresh,val
1,good interesting bit fun struggle time,val
0,nontech role,val
0,business manager,val
0,temporary fc manager,val
0,worked,val
1,business specialist,val
0,trm transaction risk investigator,val
1,great place work,val
1,onsite medical representative,val
1,retail store employee,val
1,operation specialist,val
1,need stronger focus people,val
1,sde,val
1,good place learn grow,val
1,great company overall retail store need work,val
0,stay microsoft,val
1,processing assistant,val
0,sale manager,val
1,mileage may vary,val
1,good place work,val
1,amazon place work,val
0,come learn stay long,val
0,death trap,val
1,working,val
0,office politics nightmare,val
0,passed promo opportunity,val
0,used,val
1,great place work,val
1,great place work,val
0,awful definitely place make career,val
1,gr8 place work,val
1,great put work,val
1,good company,val
0,blah,val
0,sde 2,val
1,good company,val
1,software development manager,val
1,customer support associate,val
1,receiver,val
0,high pressure medium reward,val
1,work hard fun make history,val
1,good hardworking place work,val
0,team externally touted great culture,val
1,get put,val
0,outbound problem solver,val
1,innovative business tough employee,val
0,company started,val
1,small business feel get lot done spend money,val
0,changing company,val
1,home advisor apple,val
0,potentially good right team,val
1,could happier,val
1,transforming,val
0,experience amazon roller coaster,val
0,good temp,val
0,virtual customer service,val
1,amazon work,val
1,good benefit,val
0,licensing executive,val
1,super company work,val
1,neutral satisfied,val
1,apple retail,val
1,division around world,val
0,dislike job strongly,val
1,like,val
1,challenging good way,val
1,product marketing manager,val
1,impact,val
1,great place work,val
1,great benefit,val
1,hrm,val
0,dissatisfied,val
0,eh,val
0,great pay terrible environment,val
0,much politics,val
0,false advertising,val
1,senior manager,val
0,lack design retain talent competence functional intelligence,val
1,sde ii,val
1,great college opportunity,val
0,ruined mental health,val
1,good job pursuing higher education college,val
0,amazon web service,val
1,great pay amazing brand,val
0,good place work,val
1,excellent,val
0,terrible avoid,val
0,business analyst amazon,val
0,area manager,val
1,good team,val
0,business analyst,val
0,female unfriendly environment male coworkers female bosseshrs,val
1,g,val
1,3 year amazon,val
1,great retail,val
0,bland mediocre,val
1,amazon 1 year experience,val
1,great place work,val
1,good company,val
1,software development engineer test,val
0,recruiting org joke,val
1,amzn,val
1,expecting,val
1,take good care,val
0,microsoft global service arrogant company,val
1,need info amnesty technician position,val
0,greatest plaace work,val
0,sr manager,val
1,engineer,val
1,amazon,val
0,great salary expensive transportation,val
1,google different company great opportunity homework ask hard question,val
1,company,val
0,area manager care yoy,val
0,retailnothing,val
0,dco tech iii,val
0,seasonal employment,val
1,great place work,val
1,great place work,val
0,genius,val
0,microsoft online store support,val
1,excellent company anymore,val
1,love apple,val
0,much,val
0,work pressure,val
0,treat management like crap everything say safety associate violate manager,val
1,excellent company,val
0,fraud analyst,val
1,best company world,val
0,good le experienced,val
0,amazon sortation associate mistake,val
0,good ideology flawed scale,val
0,fulfillment associate,val
0,want happy work amazon,val
0,work,val
1,learn everything,val
1,sde,val
0,opaque disorganized petty,val
0,former hr associate,val
1,fantastic company many level,val
0,used fun used cool used rewarding,val
1,great company work,val
1,exceptional like getting thing done,val
0,warehouse operative,val
1,parttime specialist,val
1,depends group,val
1,great place career everyone,val
0,software development engineer,val
0,reason pay well,val
0,operation specialist,val
0,corp hr shenanigan,val
0,finally got,val
0,great watch back,val
0,specialist,val
0,warehouse,val
1,great employer great perk,val
1,data analyst,val
1,best job ever,val
0,ok company,val
1,amazon review,val
1,easy everyone,val
0,inside sale,val
1,great work culture,val
0,packer,val
1,great benefit may good career development,val
1,getting better,val
0,hrbp,val
0,worst,val
1,great culture great compensation asked,val
0,manager selffocused manages created poor morale,val
0,love microsoft 80 youll love apple 2000s,val
1,awesome,val
0,good need healthcare,val
0,losing much charm,val
1,busy expected much friendly ever imagined,val
1,offer smart teammate great compensation ton perk,val
1,enjoying ride new microsoft,val
0,lost way,val
0,job security,val
0,dead end job,val
1,operation supervisor,val
0,prestigious worth,val
1,amazon full talented people,val
1,great place,val
1,amazon distribution,val
0,director,val
0,review,val
1,technical account manager,val
1,operation specialist,val
0,data support engineer,val
0,inhumane,val
0,innovative workplace another sad enterprise mediocre manager leader,val
1,good experience overall would recommend company,val
1,continuous improvement,val
0,sde,val
1,seasonal sortation associate,val
1,great benefit,val
0,worth,val
1,employee treated like customer,val
1,fulfillment associate,val
0,superviseur,val
0,icqa,val
1,good money,val
1,hr assistant iii,val
0,would suggest friend work amazon,val
1,principal pm manager,val
0,terrible place work put hospital fired,val
1,technology behemoth pro con,val
1,enjoyable place work overall good pay area,val
1,project management,val
0,consultant,val
1,great company,val
0,average experience,val
0,good,test
1,job,test
1,subsidiary sale role,test
0,m review,test
1,perfect pretty close,test
0,okay,test
0,good pay,test
0,area manager,test
0,low design competence high ego,test
1,aha apple tech support,test
0,operation manager,test
0,drink koolaid,test
1,sale specialist,test
1,great place work scorecard driven,test
1,microsoft egypt review,test
0,meet smart people learn lot expect work best humanity,test
0,corporate hunger game,test
1,great learning experience rough work environment,test
1,senior program manager,test
1,program manager,test
0,lot internal politics,test
1,good,test
0,job,test
0,bad experience,test
1,awesome,test
0,customer service associate,test
0,financial analyst,test
1,work review,test
1,great cap,test
0,place work,test
1,special retail experience,test
1,good retail job personal growth,test
0,employment,test
1,home advisor,test
1,good work culture,test
0,go somewhere else,test
0,io app review,test
0,director infosec security,test
1,intense good learning environment rough personnel method,test
1,packer,test
1,life hype,test
1,good pay work life balance,test
1,ok work money quota difficult meet many say,test
1,campus representative,test
1,relaxed environment,test
0,field sale role,test
0,worst company work,test
1,warehouse associate 1,test
1,digital imaging manager,test
1,2 year service,test
0,amazon disillusioned lost real world sale retail,test
0,good inside look outside,test
0,amazon warehouse,test
1,advisor,test
1,support technician,test
0,icqa,test
1,great place work,test
0,apple online store,test
1,one best company work,test
0,engineer,test
0,would work,test
0,cannot wait contract expires,test
0,egyptian bother applying inside sale mea diversity,test
0,happy working excellent manager probably would quit work someone else,test
1,great place work,test
0,opsarea mananger,test
0,great learning experience lower level frustratingly demeaning move,test
1,loved working,test
0,stay away microsoft gone one best company work one worst 6 short year,test
0,business sale specialist,test
0,learning experience cost life health money,test
1,yep ok,test
1,best retail job still retail,test
0,software engineer,test
1,great learning experience,test
0,run,test
0,great fun awful management,test
1,hr,test
1,rsr pg ambassador,test
0,seasonal warehouse associate moreno valley,test
1,decent pay good perk average learning,test
0,bad team,test
0,fc associate,test
1,challenging worth,test
1,great company,test
1,business development manager,test
1,solution specialist,test
0,amazing pace,test
0,marketing program manager,test
0,work life balance unrealistic expectation,test
1,subject matter expert,test
1,great company,test
0,cracked,test
0,account manager,test
0,good company tough environment potential,test
1,application developement,test
0,great horrible worked corporate 5 yr,test
1,awesome place work,test
0,difficult company contact,test
0,lovehate,test
1,amazing company work,test
1,quality assurance analyst,test
0,amazon warehouse worker,test
1,working operation amazon,test
1,worked several team,test
0,growing fast thing slipping crack,test
1,review,test
1,amazoncom,test
0,overwhelming,test
0,sale director manager individual seller technical seller,test
0,investigation specialist,test
1,warehouse associate,test
1,great job,test
1,great,test
1,mixed met great people learned thing organization make better,test
1,dynamic challenging great learning opportunity whomever like change,test
1,easy job enough hour,test
1,bad,test
0,demanding,test
0,great pay,test
1,probably fine live wa,test
0,competitive compesation different salary man woman,test
1,great company culture challenging mission,test
0,good money bad environment,test
0,apple reiew,test
0,fte experience review,test
0,good luck,test
0,gm,test
0,overtime overtime overtime,test
0,25do bother last,test
1,amazing place work,test
1,large company working hard move lean agile company,test
1,amazing company,test
0,join non tech division amazon india,test
1,great company,test
0,picker,test
0,work drop,test
1,best environment,test
1,safety head,test
1,good company work,test
0,workaholism burnout,test
0,google stink aquihires,test
1,pro con working amazon,test
1,packer,test
1,great company work,test
0,area manager l4,test
1,could better,test
0,experience good,test
1,review apple,test
0,packer,test
0,senior manager,test
0,grueling work almost impossible standard sweatshop,test
0,employee level 4,test
0,global sourcing manager,test
1,good company,test
0,internal quality control,test
1,area manager,test
0,pathway operation joke,test
0,great place start,test
0,evil organization run lie,test
1,specilist apple store,test
1,challenging open shape role,test
1,great benefit,test
0,recruiter ww operation,test
0,negative environment growth opportunity slowing,test
0,great company work limited growth potential past retail,test
0,hated,test
0,meh,test
1,microsoft great place work,test
0,worst company ever employee standpoint,test
1,great place work painful watch,test
0,trm risk investigator,test
1,age discrimination still old culture,test
0,package handler,test
1,trend changing mostly good,test
